,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
14370,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,6.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14372,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,23.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14374,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,11.0,1.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14376,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,3.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14378,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,16.0,1.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14380,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,3.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14382,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,27.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14384,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,1.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14386,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,9.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14388,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,2.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14390,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,10.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14392,2011-08-05,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,6.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14394,2011-08-05,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,39.0,1.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14396,2011-08-05,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,7.0,1.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14398,2011-08-05,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,3.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14400,2011-08-05,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,8.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14402,2011-08-05,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,21.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14404,2011-08-05,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX RESTUANS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,4.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14406,2011-08-05,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,5.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14408,2011-08-05,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,43.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14410,2011-08-05,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,25.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14412,2011-08-05,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,50.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14414,2011-08-05,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,2.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14416,2011-08-05,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,13.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14418,2011-08-05,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,28.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14420,2011-08-05,"East 91st Place, Chicago, IL, USA",CULEX RESTUANS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,10.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14422,2011-08-05,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX RESTUANS,17.0, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9.0,3.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14424,2011-08-05,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,25.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14426,2011-08-05,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,3.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14428,2011-08-05,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,8.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14430,2011-08-05,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,9.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14432,2011-08-05,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,39.0, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8.0,5.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14434,2011-08-05,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51.0, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8.0,1.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14436,2011-08-05,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX PIPIENS,51.0, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8.0,2.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14438,2011-08-05,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,17.0, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9.0,2.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14440,2011-08-05,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX TERRITANS,42.0, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8.0,1.0,0.0,1,83,69,76, 3,68,71,0,11,0449,1907,RA,0,M,0.0,  T,29.21,29.93,4.0,5,5.5
14442,2011-08-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,14.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14444,2011-08-12,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14446,2011-08-12,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14448,2011-08-12,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14450,2011-08-12,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14452,2011-08-12,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11.0, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14454,2011-08-12,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14456,2011-08-12,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14458,2011-08-12,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14460,2011-08-12,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,14.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14462,2011-08-12,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14464,2011-08-12,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14466,2011-08-12,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14468,2011-08-12,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,6.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14470,2011-08-12,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9.0,28.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14472,2011-08-12,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14474,2011-08-12,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9.0,6.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14476,2011-08-12,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14.0, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14478,2011-08-12,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5.0,11.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14480,2011-08-12,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14482,2011-08-12,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14484,2011-08-12,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14486,2011-08-12,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,6.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14488,2011-08-12,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43.0, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14490,2011-08-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28.0, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14492,2011-08-12,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28.0, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14494,2011-08-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,11.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14496,2011-08-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14498,2011-08-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14500,2011-08-12,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25.0, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14502,2011-08-12,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,25.0, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14504,2011-08-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14506,2011-08-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14508,2011-08-12,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70.0, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14510,2011-08-12,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70.0, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14512,2011-08-12,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14514,2011-08-12,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,12.0, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000001,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14516,2011-08-12,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14518,2011-08-12,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX TERRITANS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14520,2011-08-12,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14522,2011-08-12,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14524,2011-08-12,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14526,2011-08-12,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,60.0, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
